"","Kolumna1","id_ucznia","wersja_ankiety","obserwacja","zdolny_u","c_nauki","nr_klasy","nr_ucznia","plec","studia_m","studia_t","praca_m","zawod_matki","praca_o","zawod_ojciec","ocena_matematyka","ocena_jezyk_polski","ocena_przyroda","zawod_u","klasyfikacja_z","p_12_4","p_13_a_2_4","p_13_b_2_4","p_13_c_2_4","p_13_d_2_4","p_13_e_4","p_13_f_4","p_13_g_4","p_13_h_2_4","p_13_i_1_2_4","p_13_j_2_4","p_13_k_1_2_4","p_14_a_4","p_14_b_1_2_4","p_15_a_2_4","p_15_b_2_4","p_16_2_4","p_17_a_4","p_17_b_4","p_17_c_4","p_17_d_4","p_17_e_4","p_17_f_4","p_18_a_4","p_18_b_4","p_18_c_4","p_18_d_4","p_18_e_4","p_18_f_4","p_19_a_1_2_4","p_19_b_4","p_19_c_4","p_19_d_4","p_19_e_4","p_19_f_4","p_19_g_4","p_19_h_4","p_19_i_2_4","p_19_j_2_4","p_19_k_4","p_20_a","p_20_b","p_20_c","p_20_d","p_20_e","p_20_f","k_studia_m","k_studia_t","k_ocena_m","k_ocena_jp","k_ocena_prz","k_p_12_4","k_p_14_a_4","k_p_15_a_2_4","k_p_16_2_4","k_p_17_a_4","k_p_17_b_4","k_p_17_c_4","k_p_17_d_4","k_p_17_e_4","k_p_17_f_4","k_p_18_a_4","k_p_18_b_4","k_p_18_c_4","k_p_18_d_4","k_p_18_e_4","k_p_18_f_4","k_p_19_b_4","k_p_19_c_4","k_p_19_d_4","k_p_19_g_4","k_p_19_h_4","k_p_19_k_4","k_sum_4"
"74","160","1306","czwarta wersja","nie","nie","Centrum Nauki Kopernik","13","6","dziewczyna","nie","nie","nie",NA,"tak","Inne","3","3","3","Inne","calkowicie niezwiazany z science",NA,"nie","nie","tak","nie","nie",NA,"tak","nie",NA,"nie","nie","nie",NA,"nie",NA,"duzo (od 20 do 50)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","raczej sie nie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","nie","nie","nie","nie","tak","0","0","2","2","2","1","0","0","2","1","0","0","0","0","0","4","2","0","0","1","0","4","3","4","4","4","3","39"
"75","161","1307","czwarta wersja","tak","nie","Centrum Nauki Kopernik","13","7","chlopak","nie",NA,"tak","Inne","nie",NA,"4","4","4",NA,"calkowicie niezwiazany z science",NA,"tak","nie","tak","tak","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,"duzo (od 20 do 50)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie nie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","tak","tak","nie","nie","nie","0","0","3","3","3","4","0","0","2","0","0","0","1","1","0","3","1","0","1","0","0","4","3","3","4","3","3","42"
"76","162","1308","czwarta wersja","nie","nie","Centrum Nauki Kopernik","13","8","dziewczyna","tak",NA,"tak",NA,"nie","Inne","3","2","3",NA,NA,NA,"nie","nie","tak","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,"bardzo duzo (wiecej niz 50 do 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ani sie zgadzam ani sie nie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","tak","nie","nie","nie","nie","4","0","2","1","2","4","0","0","3","0","3","0","0","1","0","4","4","1","0","1","0","4","3","2","4","3","3","49"
"77","163","1309","czwarta wersja","nie","nie","Centrum Nauki Kopernik","13","9","dziewczyna","nie",NA,"tak","Inne","tak","Inne","5","5","6",NA,"posrednio zwiazany z science",NA,"nie","tak","tak","tak","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,"cale mnostwo (wiecej niz 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","nie","tak","nie","nie","nie","nie","0","0","4","4","5","0","0","0","4","4","4","0","1","0","0","4","3","0","0","1","0","4","4","2","3","3","3","53"
"78","164","1310","czwarta wersja","nie","nie","Centrum Nauki Kopernik","13","10","chlopak",NA,"nie","tak","Inne",NA,NA,"3","2","3","Techniczny","posrednio zwiazany z science",NA,"tak","nie","tak","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie nie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie nie zgadzam","raczej sie nie zgadzam","zdecydowanie sie zgadzam","ani sie zgadzam ani sie nie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","nie","nie","nie","nie","tak","0","0","2","1","2","3","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","4","3","3","4","2","3","30"
"79","165","1311","czwarta wersja","nie","nie","Centrum Nauki Kopernik","13","11","dziewczyna",NA,NA,"nie",NA,"tak","Inne","4","3","4",NA,"calkowicie niezwiazany z science",NA,"nie","nie","nie","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,"duzo (od 20 do 50)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zdecydowanie sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","tak","nie","nie","nie","tak","0","0","3","2","3","3","0","0","2","1","0","0","1","0","0","3","1","0","1","1","0","3","3","4","3","4","3","41"
"80","166","1312","czwarta wersja","nie","nie","Centrum Nauki Kopernik","13","12","dziewczyna","tak","tak","tak","Humanistyczny","tak","Techniczny","5","4","6","Inne","calkowicie niezwiazany z science",NA,"tak","nie","tak","tak","tak",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,"bardzo duzo (wiecej niz 50 do 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","tak","nie","nie","nie","nie","4","4","4","3","5","4","0","0","3","3","3","0","1","1","2","3","3","3","2","3","0","4","4","4","4","4","3","74"
"81","167","1313","czwarta wersja","nie","nie","Centrum Nauki Kopernik","13","13","dziewczyna","nie","nie","tak","Inne","tak","Inne","4","4","5","Inne","calkowicie niezwiazany z science",NA,"tak","nie","nie","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,"cale mnostwo (wiecej niz 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie nie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","raczej sie nie zgadzam","raczej sie zgadzam","nie","nie","nie","nie","nie","tak","0","0","3","3","4","0","0","0","4","0","0","0","1","1","0","2","1","0","0","1","0","4","3","2","4","4","3","40"
"82","168","1314","czwarta wersja","nie","nie","Centrum Nauki Kopernik","13","14","dziewczyna","tak","nie","nie",NA,"tak","Inne","5","3","4","Techniczny","posrednio zwiazany z science",NA,"tak","nie","tak","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,"cale mnostwo (wiecej niz 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ani sie zgadzam ani sie nie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","nie","tak","nie","nie","nie","4","0","4","2","3","2","0","0","4","4","0","0","1","1","0","4","3","2","1","1","0","4","4","4","4","3","3","58"
"83","169","1315","czwarta wersja","tak","nie","Centrum Nauki Kopernik","13","15","chlopak","tak",NA,"nie",NA,"tak",NA,"2","2","2",NA,"calkowicie niezwiazany z science",NA,"nie","nie","tak","nie","nie",NA,"nie","nie",NA,"nie","nie",NA,NA,"nie",NA,"bardzo duzo (wiecej niz 50 do 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie nie zgadzam","raczej sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","nie","nie","tak","nie","nie","nie","4","0","1","1","1","1","0","0","3","1","0","0","1","1","0","2","3","1","2","0","3","3","3","3","3","3","3","43"
"84","170","1316","czwarta wersja","nie","nie","Centrum Nauki Kopernik","13","16","chlopak","tak",NA,"nie",NA,"tak","Inne","2","3","3","Inne","calkowicie niezwiazany z science",NA,"nie","nie","nie","tak","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,"bardzo duzo (wiecej niz 50 do 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zdecydowanie sie nie zgadzam","raczej sie zgadzam","zdecydowanie sie nie zgadzam","zdecydowanie sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","zdecydowanie sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","nie","tak","tak","nie","nie","nie","4","0","1","2","2","2","0","0","3","0","0","0","1","1","1","0","3","0","0","0","0","3","0","0","2","3","3","31"
"85","171","1317","czwarta wersja","tak","nie","Centrum Nauki Kopernik","13","17","dziewczyna","nie","nie","nie","Inne","tak","Inne","3","3","3","Przyrodniczy","posrednio zwiazany z science",NA,"tak","nie","tak","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,"cale mnostwo (wiecej niz 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie nie zgadzam","raczej sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","nie","tak","nie","nie","nie","nie","0","0","2","2","2","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","3","3","3","27"
"86","172","1318","czwarta wersja","tak","nie","Centrum Nauki Kopernik","13","18","dziewczyna","nie","nie","nie","Inne","tak","Inne","4","3","4","Inne","calkowicie niezwiazany z science",NA,"tak","nie","tak","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,"cale mnostwo (wiecej niz 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam",NA,"nie","tak","nie","nie","nie","0","0","3","2","3","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","2","2","29"
"87","173","1319","czwarta wersja","nie","nie","Centrum Nauki Kopernik","13","19","dziewczyna","nie",NA,"nie",NA,"tak","Inne","4","3","3","Inne","calkowicie niezwiazany z science",NA,"tak","nie","tak","nie","tak",NA,"nie","nie",NA,"nie","nie",NA,NA,"nie",NA,"bardzo duzo (wiecej niz 50 do 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ani sie zgadzam ani sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie nie zgadzam","raczej sie zgadzam","raczej sie nie zgadzam","raczej sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","nie","nie","nie","nie","nie","tak","0","0","3","2","2","2","0","0","3","2","0","0","1","1","0","2","2","1","0","2","0","2","1","3","2","3","3","37"
"88","174","1320","czwarta wersja","tak","nie","Centrum Nauki Kopernik","13","20","chlopak","tak",NA,"tak","Inne",NA,NA,"2","2","3","Techniczny","bezposrdnio zwiazany z science",NA,"tak","nie","tak","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","raczej sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","nie","nie","nie","nie","tak","4","0","1","1","2","3","0","0","1","0","0","0","0","0","0","3","2","1","1","0","3","4","3","1","4","4","3","41"
"89","175","1321","czwarta wersja","nie","nie","Centrum Nauki Kopernik","13","21","chlopak","nie","nie","nie",NA,"tak","Inne","3","2","3","Techniczny","posrednio zwiazany z science",NA,"tak","tak","nie","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie nie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","nie","nie","tak","nie","nie","nie","0","0","2","1","2","1","0","0","1","0","0","0","1","0","0","3","1","1","0","0","0","4","1","3","3","2","3","29"
"90","176","1322","czwarta wersja","nie","nie","Centrum Nauki Kopernik","13","22","dziewczyna","tak","nie","tak","Inne","tak","Techniczny",NA,NA,NA,"Przyrodniczy","posrednio zwiazany z science",NA,"nie","nie","tak","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,"duzo (od 20 do 50)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ani sie zgadzam ani sie nie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","zdecydowanie sie zgadzam","ani sie zgadzam ani sie nie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","tak","nie","nie","nie","nie","4","0",NA,NA,NA,"3","0","0","2","2","0","0","2","2","2","4","3","2","3","3","0","4","3","3","4","2","3",NA
"91","177","1401","czwarta wersja","tak","nie","Centrum Nauki Kopernik","14","1","chlopak","nie",NA,"nie",NA,NA,NA,"4","4","4","Techniczny","bezposrdnio zwiazany z science",NA,"nie","nie","tak","tak","nie",NA,"nie","tak","opiekun kola naukowego","nie","nie","nie",NA,"nie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie nie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","nie","tak","tak","nie","nie","nie","0","0","3","3","3","1","0","0","1","3","1","0","0","0","0","1","1","0","1","1","1","3","2","2","2","3","3","35"
"92","178","1402","czwarta wersja","nie","nie","Centrum Nauki Kopernik","14","2","dziewczyna",NA,NA,"tak","Inne","tak","Inne","4","5","4","Inne","calkowicie niezwiazany z science",NA,"nie","nie","tak","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie nie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie nie zgadzam","raczej sie nie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","tak","nie","nie","nie","nie","0","0","3","4","3","1","0","0","1","2","0","0","0","1","0","2","0","0","0","0","0","3","2","2","4","3","3","34"
"93","179","1403","czwarta wersja","nie","nie","Centrum Nauki Kopernik","14","3","chlopak",NA,NA,"tak","Inne","tak","Inne","3","3","3",NA,NA,NA,"nie","tak","tak","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie nie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","nie","nie","nie","nie","tak","0","0","2","2","2","2","0","0","1","2","0","0","0","0","0","4","3","1","1","1","0","3","4","2","4","4","3","41"
"94","180","1404","czwarta wersja","nie","nie","Centrum Nauki Kopernik","14","4","dziewczyna","nie","tak","nie",NA,"tak","Techniczny","3","3","3","Inne","calkowicie niezwiazany z science",NA,"nie","nie","tak","nie","nie",NA,"nie","nie",NA,"nie","nie",NA,NA,"nie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","nie","tak","nie","nie","nie","nie","0","4","2","2","2","2","0","0","1","2","1","0","0","0","0","3","2","0","2","0","1","3","3","3","3","3","3","42"
"95","181","1405","czwarta wersja","nie","nie","Centrum Nauki Kopernik","14","5","chlopak","tak",NA,"tak","Humanistyczny","tak","Inne","5","5","5","Inne","calkowicie niezwiazany z science",NA,"nie","tak","tak","tak","nie",NA,"nie","nie",NA,"nie","nie",NA,NA,"nie",NA,"cale mnostwo (wiecej niz 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","tak","nie","nie","nie","nie","4","0","4","4","4","2","0","0","4","3","0","0","1","0","0","3","2","1","2","3","0","2","3","3","3","3","3","54"
"96","182","1406","czwarta wersja","nie","nie","Centrum Nauki Kopernik","14","6","dziewczyna",NA,NA,"tak","Inne","tak","Inne","5","5","5","Inne","calkowicie niezwiazany z science",NA,"tak","tak","nie","tak","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,"duzo (od 20 do 50)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","tak","tak","nie","nie","nie","0","0","4","4","4","1","0","0","2","2","2","0","1","1","0","2","2","1","1","2","0","3","2","2","3","2","3","44"
"97","183","1407","czwarta wersja","nie","nie","Centrum Nauki Kopernik","14","7","dziewczyna",NA,NA,"tak","Inne","tak","Inne","4","4","4","Inne","calkowicie niezwiazany z science",NA,"nie","nie","tak","tak","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,"bardzo duzo (wiecej niz 50 do 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","ani sie zgadzam ani sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","nie","nie","tak","nie","nie","0","0","3","3","3","1","0","0","3","1","1","1","1","1","0","4","3","1","2","2","1","2","3","4","3","3","3","49"
"98","184","1408","czwarta wersja","nie","nie","Centrum Nauki Kopernik","14","8","chlopak","nie","nie","tak","Inne","tak","Inne","3","4","4","Inne","calkowicie niezwiazany z science",NA,"nie","nie","tak","tak","nie",NA,"tak","nie",NA,"nie","nie","nie",NA,"nie",NA,"bardzo duzo (wiecej niz 50 do 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ani sie zgadzam ani sie nie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","raczej sie nie zgadzam","raczej sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","raczej sie nie zgadzam","raczej sie zgadzam","nie","tak","nie","nie","nie","nie","0","0","2","3","3","1","0","0","3","4","0","0","0","0","1","3","2","1","0","2","0","4","4","3","2","4","3","45"
"99","185","1409","czwarta wersja","tak","nie","Centrum Nauki Kopernik","14","9","dziewczyna",NA,NA,"nie",NA,"tak","Inne","3","3","3",NA,NA,NA,"nie","nie","nie","nie","nie",NA,"nie","nie",NA,"tak","nie","nie",NA,"nie",NA,"cale mnostwo (wiecej niz 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie zgadzam","raczej sie nie zgadzam","raczej sie nie zgadzam","raczej sie zgadzam","raczej sie nie zgadzam","raczej sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","nie","nie","tak","nie","nie","nie","0","0","2","2","2","3","0","0","4","3","0","0","1","0","0","3","3","1","1","0","0","1","1","3","3","3","3","39"
"100","186","1410","czwarta wersja","nie","nie","Centrum Nauki Kopernik","14","10","dziewczyna",NA,NA,"tak","Inne","tak","Inne","4","4","4",NA,NA,NA,"nie","tak","nie","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,"bardzo duzo (wiecej niz 50 do 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","nie","tak","nie","nie","nie","nie","0","0","3","3","3",NA,"0","0","3","2","0","0","0","1","0","2","1","1","0","1","1","3","3","3","3","3","3",NA
"101","187","1411","czwarta wersja","nie","nie","Centrum Nauki Kopernik","14","11","chlopak",NA,NA,"nie",NA,"tak","Inne","2","2","2",NA,NA,NA,"nie","tak","nie","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"tak","kolega","nie ma ani jednej",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie nie zgadzam","zdecydowanie sie zgadzam","raczej sie nie zgadzam","raczej sie nie zgadzam","raczej sie nie zgadzam","raczej sie nie zgadzam","raczej sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","nie","nie","nie","nie","nie","tak","0","0","1","1","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","1","2","3","19"
"102","188","1412","czwarta wersja","tak","nie","Centrum Nauki Kopernik","14","12","chlopak","nie","nie","nie",NA,"tak","Inne","5","5","5","Inne","calkowicie niezwiazany z science",NA,"tak","tak","nie","nie","nie",NA,"nie","nie",NA,"nie","nie",NA,NA,"nie",NA,"bardzo duzo (wiecej niz 50 do 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raczej sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","nie","nie","tak","nie","nie","nie","0","0","4","4","4","3","0","0","3","0","0","1","1","0","1","4","3","2","1","2","0","4","4","4","4","3","3","55"
"103","189","1413","czwarta wersja","nie","nie","Centrum Nauki Kopernik","14","13","chlopak",NA,NA,"nie",NA,"tak","Inne","3","2","3","Techniczny","bezposrdnio zwiazany z science",NA,"tak","nie","tak","nie","nie",NA,"nie","nie",NA,"nie","nie","nie",NA,"nie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zdecydowanie sie nie zgadzam","raczej sie zgadzam","ani sie zgadzam ani sie nie zgadzam","zdecydowanie sie nie zgadzam","zdecydowanie sie nie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie nie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie zgadzam","nie","nie","tak","nie","nie","nie","0","0","2","1","2","1","0","0","1","0","0","0","0","0","0","4","1","1","1","0","4","3","2","0","1","4","3","31"
"104","190","1414","czwarta wersja","nie","nie","Centrum Nauki Kopernik","14","14","chlopak","nie","nie","tak","Inne","tak","Inne","3","5","4","Przyrodniczy","bezposrdnio zwiazany z science",NA,"tak","nie","nie","tak","nie",NA,"nie","nie",NA,"nie","nie",NA,NA,"nie",NA,"duzo (od 20 do 50)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","ani sie zgadzam ani sie nie zgadzam","raczej sie nie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","zdecydowanie sie zgadzam","raczej sie zgadzam","raczej sie zgadzam","nie","tak","tak","nie","nie","nie","0","0","2","4","3","1","0","0","2","3","0","0","1","1","0","3","0","0","0","3","0","4","2","1","4","4","3","41"
