Kolumna1,id_ucznia,wersja_ankiety,obserwacja,zdolny_u,c_nauki,nr_klasy,nr_ucznia,plec,studia_m,studia_t,praca_m,zawod_matki,praca_o,zawod_ojciec,ocena_matematyka,ocena_jezyk_polski,ocena_przyroda,zawod_u,klasyfikacja_z,p_12_4,p_13_a_2_4,p_13_b_2_4,p_13_c_2_4,p_13_d_2_4,p_13_e_4,p_13_f_4,p_13_g_4,p_13_h_2_4,p_13_i_1_2_4,p_13_j_2_4,p_13_k_1_2_4,p_14_a_4,p_14_b_1_2_4,p_15_a_2_4,p_15_b_2_4,p_16_2_4,p_17_a_4,p_17_b_4,p_17_c_4,p_17_d_4,p_17_e_4,p_17_f_4,p_18_a_4,p_18_b_4,p_18_c_4,p_18_d_4,p_18_e_4,p_18_f_4,p_19_a_1_2_4,p_19_b_4,p_19_c_4,p_19_d_4,p_19_e_4,p_19_f_4,p_19_g_4,p_19_h_4,p_19_i_2_4,p_19_j_2_4,p_19_k_4,p_20_a,p_20_b,p_20_c,p_20_d,p_20_e,p_20_f,k_studia_m,k_studia_t,k_ocena_m,k_ocena_jp,k_ocena_prz,k_p_12_4,k_p_14_a_4,k_p_15_a_2_4,k_p_16_2_4,k_p_17_a_4,k_p_17_b_4,k_p_17_c_4,k_p_17_d_4,k_p_17_e_4,k_p_17_f_4,k_p_18_a_4,k_p_18_b_4,k_p_18_c_4,k_p_18_d_4,k_p_18_e_4,k_p_18_f_4,k_p_19_b_4,k_p_19_c_4,k_p_19_d_4,k_p_19_g_4,k_p_19_h_4,k_p_19_k_4,k_sum_4
272,1911,czwarta wersja,nie,nie,Centrum Nauki Kopernik,19,11,dziewczyna,tak,tak,tak,,tak,,2,4,3,jezdziec konny,calkowicie niezwiazany z science,raz w tygodniu,tak,nie,nie,nie,nie,nie,tak,nie,,nie,nie,nie wiem,,nie,,duzo (od 20 do 50),raz w tygodniu,raz w tygodniu,kilka razy w roku,raz lub dwa razy w miesiacu,kilka razy w roku,kilka razy w roku,raz w tygodniu,prawie codziennie,prawie codziennie,kilka razy w roku,raz w tygodniu,kilka razy w roku,raczej sie zgadzam,zdecydowanie sie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie nie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,ani sie zgadzam ani sie nie zgadzam,tak,tak,nie,nie,nie,tak,4,4,1,3,2,3,0,0,2,3,3,1,2,1,1,3,4,4,1,3,1,4,2,2,3,3,2,62
273,1912,czwarta wersja,nie,nie,Centrum Nauki Kopernik,19,12,chlopak,tak,tak,nie,,tak,wstawia parapety,3,3,3,pilkarz,calkowicie niezwiazany z science,nigdy albo rzadko (raz w roku),tak,nie,tak,nie,nie,nie,nie,nie,,nie,nie,nie,,nie,,cale mnostwo (wiecej niz 100),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),prawie codziennie,kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raz w tygodniu,zdecydowanie sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,nie,tak,nie,nie,tak,4,4,2,2,2,0,0,0,4,0,0,0,1,1,0,4,1,0,0,0,3,3,3,4,2,2,3,45
274,1913,czwarta wersja,nie,nie,Centrum Nauki Kopernik,19,13,dziewczyna,tak,tak,tak,,tak,policjant,4,5,4,"architekt, astronom, modelka, aktorka",dualizm odpowiedzi,raz lub dwa razy w miesiacu,tak,nie,tak,nie,nie,tak,nie,nie,,nie,nie,nie wiem,,nie,,kilka (mniej niz 20),raz w tygodniu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,raz lub dwa razy w miesiacu,raz w tygodniu,kilka razy w roku,nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,kilka razy w roku,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie nie zgadzam,zdecydowanie sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,tak,tak,nie,nie,tak,tak,4,4,3,4,3,2,0,0,1,3,0,0,1,1,2,3,1,0,1,1,1,4,0,0,3,3,4,49
275,1914,czwarta wersja,nie,nie,Centrum Nauki Kopernik,19,14,dziewczyna,tak,tak,tak,nauczycielka biologii,tak,w eletrocieplowni,3,4,4,policjantka,calkowicie niezwiazany z science,prawie codziennie,tak,tak,tak,nie,nie,tak,nie,nie,,nie,nie,nie,,nie,,cale mnostwo (wiecej niz 100),raz w tygodniu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,raz w tygodniu,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,tak,nie,tak,nie,nie,tak,4,4,2,3,3,4,0,0,4,3,0,0,1,1,0,2,2,0,0,2,3,4,3,3,4,4,4,60
276,1915,czwarta wersja,tak,nie,Centrum Nauki Kopernik,19,15,dziewczyna,tak,tak,tak,farmaceutka,tak,inzynier budowlany,5,5,6,pediatra lub neurolog,bezposrdnio zwiazany z science,prawie codziennie,tak,tak,tak,tak,tak,nie,nie,nie,,nie,nie,nie,,nie,,cale mnostwo (wiecej niz 100),prawie codziennie,raz w tygodniu,nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,kilka razy w roku,kilka razy w roku,raz w tygodniu,zdecydowanie sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,tak,nie,tak,nie,nie,tak,4,4,4,4,5,4,0,0,4,4,3,0,1,1,0,2,2,2,1,1,3,3,4,4,4,4,4,72
277,1916,czwarta wersja,nie,nie,Centrum Nauki Kopernik,19,16,chlopak,nie wiem,nie wiem,tak,w MOP sortuje smieci,tak,budowlaniec,3,3,3,mechaink samochodowy,calkowicie niezwiazany z science,nigdy albo rzadko (raz w roku),nie,nie,nie,nie,nie,nie,tak,nie,,nie,nie,nie wiem,,nie,,duzo (od 20 do 50),nigdy albo rzadko (raz w roku),prawie codziennie,nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,nie,nie,nie,nie,tak,0,0,2,2,2,0,0,0,2,0,4,0,1,1,1,1,0,0,0,0,0,4,1,3,3,3,3,33
278,1917,czwarta wersja,nie,nie,Centrum Nauki Kopernik,19,17,dziewczyna,tak,nie wiem,tak,organizator wycieczek,tak,kierowca,2,4,3,tatuazystka,calkowicie niezwiazany z science,raz w tygodniu,tak,nie,nie,nie,nie,nie,tak,nie,,nie,nie,nie wiem,,nie,,duzo (od 20 do 50),raz w tygodniu,prawie codziennie,kilka razy w roku,kilka razy w roku,kilka razy w roku,kilka razy w roku,raz w tygodniu,prawie codziennie,raz w tygodniu,nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,kilka razy w roku,ani sie zgadzam ani sie nie zgadzam,raczej sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie nie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,nie,nie,tak,nie,nie,tak,4,0,1,3,2,3,0,0,2,3,4,1,1,1,1,3,4,3,0,2,1,1,2,2,3,2,2,51
279,1918,czwarta wersja,nie,nie,Centrum Nauki Kopernik,19,18,dziewczyna,tak,tak,tak,kosmetyczka,tak,nie wie,3,4,2,aktorka,calkowicie niezwiazany z science,kilka razy w roku,tak,tak,tak,tak,tak,nie,nie,nie,,nie,nie,nie,,nie,,bardzo duzo (wiecej niz 50 do 100),raz lub dwa razy w miesiacu,raz w tygodniu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),raczej sie zgadzam,raczej sie nie zgadzam,zdecydowanie sie nie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie nie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,nie,nie,nie,tak,tak,4,4,2,3,1,1,0,0,3,2,3,0,0,1,0,2,1,1,0,1,0,1,0,3,4,4,3,44
280,1919,czwarta wersja,nie,nie,Centrum Nauki Kopernik,19,19,chlopak,nie,tak,tak,nieczytelne pismo,nie wiem,,2,3,3,kierowca ciezarowki,calkowicie niezwiazany z science,prawie codziennie,nie,nie,tak,nie,nie,nie,nie,nie,,nie,nie,nie,,nie,,nie ma ani jednej,raz w tygodniu,raz w tygodniu,raz w tygodniu,raz w tygodniu,nigdy albo rzadko (raz w roku),raz w tygodniu,raz w tygodniu,raz w tygodniu,raz w tygodniu,raz w tygodniu,raz w tygodniu,raz w tygodniu,raczej sie nie zgadzam,zdecydowanie sie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,tak,nie,nie,nie,nie,tak,0,4,1,2,2,4,0,0,0,3,3,3,3,0,3,3,3,3,3,3,3,4,1,3,3,3,3,63
281,1921,czwarta wersja,nie,nie,Centrum Nauki Kopernik,19,21,dziewczyna,nie wiem,nie wiem,tak,nauczycielka przedsiebio,tak,kierowca TIR-ow,4,5,5,"akwokat, piosenkarz, wlasciciel firmy",calkowicie niezwiazany z science,raz lub dwa razy w miesiacu,tak,tak,nie,tak,nie,tak,nie,nie,,nie,nie,nie,,nie,,duzo (od 20 do 50),raz w tygodniu,prawie codziennie,kilka razy w roku,kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),kilka razy w roku,raz lub dwa razy w miesiacu,prawie codziennie,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie nie zgadzam,raczej sie nie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,tak,tak,tak,nie,nie,tak,0,0,3,4,4,2,0,0,2,3,4,1,1,1,0,1,1,0,1,2,4,4,4,1,4,3,3,53
282,1922,czwarta wersja,nie,nie,Centrum Nauki Kopernik,19,22,chlopak,tak,tak,tak,nauczycielka,tak,nauczyciel,3,3,4,nieczytelne pismo,nie wiem,prawie codziennie,tak,tak,tak,tak,nie,nie,nie,nie,,nie,nie,nie,,nie,,cale mnostwo (wiecej niz 100),nigdy albo rzadko (raz w roku),prawie codziennie,raz w tygodniu,kilka razy w roku,kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,kilka razy w roku,nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,tak,tak,nie,nie,nie,tak,4,4,2,2,3,4,0,0,4,0,4,3,1,1,1,0,2,1,0,1,0,4,3,2,3,3,4,56
283,2002,czwarta wersja,nie,nie,Centrum Nauki Kopernik,20,2,dziewczyna,nie,nie wiem,tak,sprzedawca,tak,sprzedawca,4,4,4,skrzypaczka,calkowicie niezwiazany z science,raz w tygodniu,tak,nie,nie,nie,nie,nie,nie,nie,,nie,nie,nie,,nie,,bardzo duzo (wiecej niz 50 do 100),kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,NA,raz w tygodniu,raz lub dwa razy w miesiacu,kilka razy w roku,raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,kilka razy w roku,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,ani sie zgadzam ani sie nie zgadzam,tak,tak,nie,nie,nie,tak,0,0,3,3,3,3,0,0,3,1,0,0,2,2,NA,3,2,1,2,2,1,3,3,2,3,3,2,NA
284,2003,czwarta wersja,tak,nie,Centrum Nauki Kopernik,20,3,dziewczyna,tak,tak,tak,celnik,tak,celnik,3,4,4,psycholog dzieciecy,calkowicie niezwiazany z science,kilka razy w roku,nie,nie,tak,nie,nie,tak,nie,nie,,nie,nie,nie wiem,,nie,,cale mnostwo (wiecej niz 100),raz w tygodniu,raz w tygodniu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,tak,tak,nie,nie,nie,tak,4,4,2,3,3,1,0,0,4,3,3,0,0,0,0,2,1,0,0,1,0,4,2,0,4,4,3,48
285,2005,czwarta wersja,nie,nie,Centrum Nauki Kopernik,20,5,dziewczyna,tak,tak,tak,ksiegoowa,tak,w firmie produkcyjnej,4,4,4,fryzjerka,calkowicie niezwiazany z science,raz w tygodniu,nie,nie,tak,nie,nie,nie,nie,nie,,nie,nie,nie wiem,,nie,,cale mnostwo (wiecej niz 100),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raz w tygodniu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie zgadzam,raczej sie nie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie nie zgadzam,zdecydowanie sie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,tak,nie,nie,nie,nie,tak,4,4,3,3,3,3,0,0,4,0,0,0,1,0,0,3,0,0,0,2,0,4,1,4,4,2,3,48
286,2006,czwarta wersja,tak,nie,Centrum Nauki Kopernik,20,6,dziewczyna,tak,tak,tak,nauczycielka geografii,tak,mechanik samochodowy,4,5,4,stewardesa,calkowicie niezwiazany z science,raz lub dwa razy w miesiacu,nie,nie,tak,nie,tak,tak,nie,nie,,nie,tak,nie,,tak,osoba prowadzaca blog na,bardzo duzo (wiecej niz 50 do 100),raz w tygodniu,raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,kilka razy w roku,raz w tygodniu,raz w tygodniu,raz w tygodniu,raz w tygodniu,raz lub dwa razy w miesiacu,kilka razy w roku,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,tak,nie,tak,nie,nie,tak,4,4,3,4,3,2,0,4,3,3,2,2,2,2,1,3,3,3,3,2,1,4,3,2,4,3,3,73
287,2009,czwarta wersja,tak,nie,Centrum Nauki Kopernik,20,9,dziewczyna,tak,tak,tak,logopeda i nauczyciel,tak,policjant,4,5,5,lekarz pediaatra,bezposrdnio zwiazany z science,prawie codziennie,tak,nie,tak,tak,nie,nie,nie,nie,,nie,nie,nie wiem,,nie,,cale mnostwo (wiecej niz 100),raz w tygodniu,raz w tygodniu,nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,kilka razy w roku,raz w tygodniu,raz w tygodniu,raz w tygodniu,raz w tygodniu,prawie codziennie,kilka razy w roku,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,tak,nie,nie,nie,nie,tak,4,4,3,4,4,4,0,0,4,3,3,0,2,2,1,3,3,3,3,4,1,4,4,3,4,4,4,78
288,2015,czwarta wersja,tak,nie,Centrum Nauki Kopernik,20,15,dziewczyna,tak,tak,tak,pedagog,tak,informatyk,4,5,6,sedzia,calkowicie niezwiazany z science,raz w tygodniu,tak,tak,tak,nie,nie,nie,nie,nie,,nie,nie,nie,,nie,,cale mnostwo (wiecej niz 100),prawie codziennie,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,kilka razy w roku,raz w tygodniu,raz lub dwa razy w miesiacu,kilka razy w roku,kilka razy w roku,prawie codziennie,nigdy albo rzadko (raz w roku),raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,tak,tak,nie,nie,nie,tak,4,4,3,4,5,3,0,0,4,4,0,0,1,1,1,3,2,1,1,4,0,4,4,3,4,4,4,68
289,2018,czwarta wersja,tak,nie,Centrum Nauki Kopernik,20,18,dziewczyna,tak,tak,tak,w sklepie internetowym,tak,kierowca,5,5,5,fotograf,calkowicie niezwiazany z science,raz w tygodniu,tak,nie,tak,tak,nie,tak,nie,nie,,nie,nie,tak,wujek,tak,wujek,cale mnostwo (wiecej niz 100),raz w tygodniu,raz lub dwa razy w miesiacu,kilka razy w roku,kilka razy w roku,kilka razy w roku,kilka razy w roku,raz lub dwa razy w miesiacu,kilka razy w roku,kilka razy w roku,kilka razy w roku,kilka razy w roku,kilka razy w roku,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,nie,tak,nie,nie,tak,4,4,4,4,4,3,4,4,4,3,2,1,1,1,1,2,1,1,1,1,1,3,3,2,4,3,3,69
290,2020,czwarta wersja,nie,nie,Centrum Nauki Kopernik,20,20,dziewczyna,tak,nie,tak,posrednik nieruchomosci,tak,budowlaniec,4,4,4,nie wie,nie wiem,raz w tygodniu,nie,nie,tak,tak,nie,nie,nie,nie,,nie,nie,nie wiem,,nie,,cale mnostwo (wiecej niz 100),raz w tygodniu,raz w tygodniu,nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,kilka razy w roku,prawie codziennie,prawie codziennie,raz lub dwa razy w miesiacu,kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),zdecydowanie sie zgadzam,NA,zdecydowanie sie nie zgadzam,zdecydowanie sie nie zgadzam,zdecydowanie sie nie zgadzam,zdecydowanie sie nie zgadzam,raczej sie zgadzam,zdecydowanie sie nie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,tak,tak,nie,nie,tak,tak,4,0,3,3,3,3,0,0,4,3,3,0,1,1,1,4,4,2,1,0,0,NA,0,0,3,0,3,NA
594,3501,czwarta wersja,nie,nie,Centrum Nauki Kopernik,35,1,chlopak,nie wiem,nie wiem,nie,,tak,szewc,4,5,2,nie wie,nie wiem,kilka razy w roku,nie,nie,nie,nie,nie,nie,nie,nie,,tak,nie,NA,,nie,,kilka (mniej niz 20),raz w tygodniu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),prawie codziennie,kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,zdecydowanie sie nie zgadzam,zdecydowanie sie nie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,zdecydowanie sie nie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,tak,nie,nie,nie,nie,0,0,3,4,1,1,NA,0,1,3,0,0,0,1,0,4,1,0,0,0,0,3,0,0,2,3,3,NA
595,3502,czwarta wersja,nie,nie,Centrum Nauki Kopernik,35,2,chlopak,nie wiem,nie wiem,tak,krawcowa,tak,budowlaniec,4,4,4,rolnik (naprawa maszyn),posrednio zwiazany z science,raz w tygodniu,tak,nie,tak,tak,nie,nie,nie,nie,,nie,nie,nie,,nie,,bardzo duzo (wiecej niz 50 do 100),prawie codziennie,raz w tygodniu,nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),prawie codziennie,raz w tygodniu,kilka razy w roku,raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,nie,nie,nie,nie,nie,tak,0,0,3,3,3,3,0,0,3,4,3,0,1,0,0,4,3,1,2,2,0,3,3,3,3,3,3,53
596,3503,czwarta wersja,tak,nie,Centrum Nauki Kopernik,35,3,dziewczyna,nie wiem,nie wiem,tak,rolnik,tak,rolnik,3,4,3,policjantka lub fryzjerka,calkowicie niezwiazany z science,kilka razy w roku,nie,nie,nie,tak,nie,nie,nie,nie,,nie,nie,nie,,nie,,bardzo duzo (wiecej niz 50 do 100),raz w tygodniu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,kilka razy w roku,raz lub dwa razy w miesiacu,kilka razy w roku,raz lub dwa razy w miesiacu,kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,nie,nie,tak,nie,nie,0,0,2,3,2,1,0,0,3,3,0,0,1,1,1,2,1,2,1,1,0,3,4,3,3,3,3,43
597,3504,czwarta wersja,nie,nie,Centrum Nauki Kopernik,35,4,chlopak,nie wiem,nie wiem,tak,krawcowa,tak,budowlaniec,3,3,3,budowlaniec,calkowicie niezwiazany z science,nigdy albo rzadko (raz w roku),nie,nie,nie,nie,nie,nie,nie,nie,,tak,nie,nie,,nie,,bardzo duzo (wiecej niz 50 do 100),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),prawie codziennie,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raczej sie nie zgadzam,raczej sie zgadzam,raczej sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,ani sie zgadzam ani sie nie zgadzam,tak,nie,nie,nie,nie,nie,0,0,2,2,2,0,0,0,3,0,0,0,1,1,0,4,0,0,0,0,0,3,1,2,4,2,2,29
598,3505,czwarta wersja,nie,nie,Centrum Nauki Kopernik,35,5,dziewczyna,tak,nie,tak,w osrodku opiekunczym,tak,szef ekipy budowlanej,5,5,4,auczyciel angielskiego lub fryzjer,calkowicie niezwiazany z science,NA,tak,tak,tak,nie,nie,nie,nie,nie,,nie,nie,nie wiem,,nie,,bardzo duzo (wiecej niz 50 do 100),raz w tygodniu,raz w tygodniu,kilka razy w roku,kilka razy w roku,kilka razy w roku,kilka razy w roku,raz w tygodniu,raz w tygodniu,raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,kilka razy w roku,nigdy albo rzadko (raz w roku),zdecydowanie sie nie zgadzam,zdecydowanie sie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,nie,tak,tak,nie,nie,4,0,4,4,3,NA,0,0,3,3,3,1,1,1,1,3,3,2,2,1,0,4,2,3,4,3,3,NA
